id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price,year2,odometer2,year3,odometer3,year4,odometer4
176,200,1990,21,5,2,4.0,166080,2.0,2,1,3,1.0,9,7.0,1395,3960100,27582566400,7880599000,4580912627712000,15682392010000,4481462188317343744
177,22,1987,13,5,1,4.0,82758,2.0,2,0,3,1.0,3,49.0,13194,3948169,6848886564,7845011803,566800154263512,15588038452561,-8432985054588928752
178,0,2016,5,0,2,3.0,101848,2.0,1,1,3,12.0,4,26.725070166749216,27672,4064256,10373015104,8193540096,1056470842312192,16518176833536,-3081022094445178880
179,38,2012,34,2,2,4.0,41822,2.0,1,0,3,11.0,0,29.0,16498,4048144,1749079684,8144865728,73150010544248,16387469844736,3059279740981539856
180,160,2014,27,1,7,4.0,122429,2.0,1,2,3,11.0,4,43.0,5004,4056196,14988860041,8169178744,1835071145959589,16452725990416,3304996444171902289
181,231,2012,35,1,1,3.0,96456,2.0,1,1,3,1.0,0,34.0,32445,4048144,9303759936,8144865728,897403468386816,16387469844736,-5673771421829033984
182,19,2012,29,1,7,4.0,98282,2.0,1,2,0,11.0,4,34.0,5773,4048144,9659351524,8144865728,949340386481768,16387469844736,1069351495653364496
183,241,2010,25,0,2,4.0,85266,2.0,1,2,2,11.0,2,12.0,16234,4040100,7270290756,8120601000,619908611601096,16322408010000,-2483104544349603312
184,187,1988,25,1,2,4.0,140386,2.0,2,0,2,9.0,11,50.0,5397,3952144,19708228996,7856862272,2766759435832456,15619442196736,1032664610874584080
185,9,2010,22,1,7,4.0,153694,2.0,1,1,2,12.0,3,31.0,26882,4040100,23621845636,8120601000,3630535943179384,16322408010000,4589269039725696016
186,241,2011,13,1,1,3.0,127365,2.0,1,1,3,12.0,4,12.0,6462,4044121,16221843225,8132727331,2066095062352125,16354914662641,4893780584544678001
187,105,2011,13,1,2,4.0,141429,4.0,1,1,3,1.0,4,42.0,22982,4044121,20002162041,8132727331,2828885775296589,16354914662641,-5741883307188849871
188,348,2014,29,1,7,4.0,74390,2.0,1,2,0,11.0,11,47.0,18075,4056196,5533872100,8169178744,411664745519000,16452725990416,-6269747728260693232
189,72,2009,23,1,7,4.0,172978,2.0,1,1,2,12.0,11,50.0,26809,4036081,29921388484,8108486729,5175741937185352,16289949838561,-8600970801320210928
190,16,2015,35,2,7,4.0,44747,2.0,1,2,3,12.0,4,26.725070166749216,7534,4060225,2002294009,8181353375,89596650020723,16485427050625,4009181298477292081
191,66,1953,28,2,7,4.0,55057,2.0,1,2,0,5.0,1,8.0,1043,3814209,3031273249,7449150177,166892811270193,14548190295681,9188617510103016001
192,23,2001,13,1,1,4.0,81849,2.0,1,0,3,12.0,9,26.725070166749216,4701,4004001,6699258801,8012006001,548327633603049,16032024008001,7986580335356854369
193,189,2014,5,1,2,4.0,103068,2.0,1,1,3,12.0,4,32.0,20640,4056196,10623012624,8169178744,1094892665130432,16452725990416,2167932767406055680
194,157,2010,25,1,1,4.0,170409,2.0,0,1,3,12.0,2,21.0,22648,4040100,29039227281,8120601000,4948545681727929,16322408010000,-5273506313064721375
195,312,2013,23,1,2,4.0,109280,2.0,1,2,2,11.0,2,2.0,11018,4052169,11942118400,8157016197,1305034698752000,16420073604561,-4959760710057852928
196,110,1978,25,2,1,4.0,127175,2.0,0,0,3,5.0,4,39.0,6201,3912484,16173480625,7738893352,2056862398484375,15307531050256,3327058495316668001
197,316,2016,6,2,7,4.0,306841,2.0,1,2,2,11.0,9,22.0,4208,4064256,94151399281,8193540096,28889509506781321,16518176833536,-8397912884007010335
198,371,2013,13,1,2,4.0,81311,2.0,1,2,2,11.0,6,25.0,8701,4052169,6611478721,8157016197,537585946283231,16420073604561,6818162730816692609
199,241,2013,35,1,7,4.0,159795,2.0,1,2,0,12.0,4,12.0,21257,4052169,25534442025,8157016197,4080276163384875,16420073604561,6371686948251794065
200,181,2011,27,0,7,4.0,96398,2.0,1,2,1,11.0,4,8.0,4005,4044121,9292574404,8132727331,895785587396792,16354914662641,-5881781314671802864
201,233,2015,21,2,1,4.0,18919,2.0,1,1,3,1.0,4,26.725070166749216,35433,4060225,357928561,8181353375,6771650445559,16485427050625,128112854779530721
202,324,1990,25,1,2,4.0,85348,2.0,1,0,3,5.0,4,48.0,5090,3960100,7284281104,7880599000,621698823664192,15682392010000,-2279481019037196032
203,127,2013,5,1,2,4.0,132374,2.0,1,1,2,1.0,4,42.0,27039,4052169,17522875876,8157016197,2319573171209624,16420073604561,-6543470287359610096
204,323,1998,22,1,2,4.0,176884,2.0,1,2,3,11.0,9,30.0,3482,3992004,31287949456,7976023992,5534337651575104,15936095936016,1258345254604460288
205,206,2001,13,1,1,4.0,86705,2.0,1,1,3,1.0,4,12.0,12049,4004001,7517757025,8012006001,651827122852625,16032024008001,1176438465808195777
206,225,1984,35,2,7,4.0,99730,2.0,1,2,3,5.0,2,33.0,14722,3936256,9946072900,7809531904,991921850317000,15494111297536,6690645763566651920
207,215,2019,13,2,7,4.0,25710,2.0,1,2,0,3.0,0,32.0,12713,4076361,661004100,8230172859,16994415411000,16616719002321,436926420216810000
208,268,2010,35,2,1,4.0,93555,2.0,1,0,3,1.0,0,32.0,21419,4040100,8752538025,8120601000,818843694928875,16322408010000,2819945584232694161
209,205,2011,16,1,7,4.0,24780,1.0,1,2,2,11.0,4,39.0,4201,4044121,614048400,8132727331,15216119352000,16354914662641,377055437542560000
210,50,2012,5,1,2,4.0,85714,2.0,1,0,3,12.0,4,42.0,7317,4048144,7346889796,8144865728,629731311974344,16387469844736,-1363442546559733232
211,268,1973,35,2,1,4.0,0,2.0,2,0,3,5.0,4,32.0,6335,3892729,0,7680354317,0,15153339067441,0
212,272,2010,5,2,2,4.0,139878,2.0,1,1,3,12.0,11,17.0,4382,4040100,19565854884,8120601000,2736832649464152,16322408010000,-4558948206153930480
213,90,2003,17,1,2,3.0,89844,2.0,1,1,3,6.0,4,26.725070166749216,16259,4012009,8071944336,8036054027,725215766923584,16096216216081,-8630690931355725568
214,306,2011,35,1,7,4.0,96418,2.0,1,2,2,11.0,4,10.0,7539,4044121,9296430724,8132727331,896343257546632,16354914662641,-5810096162416593904
215,24,2012,1,1,2,4.0,195098,2.0,1,1,2,12.0,4,26.725070166749216,10050,4048144,38063229604,8144865728,7426059969281192,16387469844736,-8483333936232580848
216,40,2012,29,2,7,4.0,157679,2.0,0,2,3,11.0,2,26.725070166749216,6874,4048144,24862667041,8144865728,3920320476357839,16387469844736,-9037086114497059263
217,341,2010,16,1,7,4.0,253321,4.0,1,2,0,3.0,11,24.0,4821,4040100,64171529041,8120601000,16255995908195161,16322408010000,4361211022676369313
218,306,2012,5,2,7,4.0,115650,2.0,0,2,2,11.0,2,26.725070166749216,8481,4048144,13374922500,8144865728,1546809787125000,16387469844736,-5578888856089266160
219,11,1980,13,2,2,4.0,83832,2.0,2,0,3,5.0,7,29.0,13481,3920400,7027804224,7762392000,589154883706368,15369536160000,-5950200010256412672
220,83,2014,35,1,2,4.0,157756,2.0,1,2,3,11.0,11,12.0,22134,4056196,24886955536,8169178744,3926066557537216,16452725990416,-7828742655283707648
221,67,2018,16,1,7,4.0,324772,2.0,2,2,0,3.0,11,26.725070166749216,10717,4072324,105476851984,8217949832,34255928172547648,16583822760976,1979628007785111808
222,228,2005,13,0,7,4.0,150876,2.0,1,2,2,9.0,2,33.0,12125,4020025,22763567376,8060150125,3434475991421376,16160601000625,1671165617824080128
223,294,2009,13,2,2,3.887042178526604,160230,2.0,2,1,2,1.0,0,36.0,20864,4036081,25673652900,8108486729,4113689404167000,16289949838561,-4946333423865448176
224,268,2013,35,2,1,3.0,124485,2.0,1,1,3,1.0,4,32.0,6252,4052169,15496515225,8157016197,1929083697784125,16420073604561,334311160432629617
225,63,2017,13,1,1,3.0,104129,2.0,1,1,3,6.0,0,45.0,13295,4068289,10842848641,8205738913,1129054986138689,16550975387521,6886902209378237185
226,72,2009,35,1,7,4.0,154975,2.0,1,1,3,12.0,4,50.0,27073,4036081,24017250625,8108486729,3722073415609375,16289949838561,4979261299066790529
227,70,1990,13,2,2,4.0,229486,2.0,1,1,3,12.0,4,44.0,5192,3960100,52663824196,7880599000,12085610359443256,15682392010000,6466767890762304016
228,15,2008,13,0,7,4.0,37650,2.0,1,0,2,12.0,0,19.0,18391,4032064,1417522500,8096384512,53369722125000,16257540100096,2009370038006250000
229,68,2014,12,0,7,4.0,94756,2.0,1,2,0,11.0,11,26.725070166749216,7229,4056196,8978699536,8169178744,850785653233216,16452725990416,6830069062928408832
230,342,2014,13,1,2,4.0,6189,2.0,1,1,2,12.0,2,26.725070166749216,36030,4056196,38303721,8169178744,237061729269,16452725990416,1467175042445841
231,306,2010,35,1,7,4.0,107352,2.0,1,2,0,11.0,4,10.0,5803,4040100,11524451904,8120601000,1237172960798208,16322408010000,3685783171642363904
232,23,2006,34,5,2,4.0,128288,2.0,1,2,3,11.0,2,24.0,6455,4024036,16457810944,8072216216,2111339650383872,16192865729296,-5841620037197103104
233,89,2014,29,1,7,4.0,73132,2.0,1,2,2,11.0,11,32.0,8971,4056196,5348289424,8169178744,391131102155968,16452725990416,-8289288384548851456
234,157,2008,25,1,7,4.0,127188,2.0,1,2,2,11.0,4,21.0,6413,4032064,16176787344,8096384512,2057493228708672,16257540100096,3434031741064851712
235,120,2011,6,1,7,4.0,93086,2.0,2,2,2,0.0,11,13.0,8695,4044121,8665003396,8132727331,806590506120056,16354914662641,1295307557853326352
236,290,2009,18,5,1,4.0,152621,2.0,1,2,3,12.0,11,50.0,6917,4036081,23293169641,8108486729,3555026843779061,16289949838561,7616173786827072017
237,19,2011,35,2,2,4.0,42491,2.0,1,0,3,5.0,0,26.725070166749216,28449,4044121,1805485081,8132727331,76716866576771,16354914662641,3259776377713576561
238,337,2010,13,1,7,4.0,162021,2.0,1,2,2,11.0,3,28.0,3106,4040100,26250804441,8120601000,4253181586335261,16322408010000,6575203072371912689
239,290,2007,34,1,7,4.0,162557,2.0,0,2,2,12.0,2,50.0,3420,4028049,26424778249,8084294343,4295532677822693,16225178746401,-2707369292139455407
240,358,2016,13,5,2,3.0,69132,2.0,1,1,3,6.0,2,7.0,19306,4064256,4779233424,8193540096,330397965067968,16518176833536,4394328047369212160
241,71,2008,17,1,2,3.0,41559,2.0,1,1,3,1.0,4,20.0,23884,4032064,1727150481,8096384512,71778646839879,16257540100096,2983048784018531361
242,16,2015,9,1,4,4.0,84440,4.0,2,0,3,5.0,4,18.0,22409,4060225,7130113600,8181353375,602066792384000,16485427050625,-4501712272223694848
243,278,1983,13,1,7,4.0,124541,2.0,1,2,2,11.0,4,8.0,5518,3932289,15510460681,7797729087,1931688283672421,15462896779521,766717578622812753
244,50,1984,13,5,2,4.0,106333,5.0,2,0,3,5.0,3,42.0,3705,3936256,11306706889,7809531904,1202276063628037,15494111297536,-1285587842206802991
245,264,2016,3,1,7,3.887042178526604,60116,2.0,1,2,0,5.0,0,26.725070166749216,26479,4064256,3613933456,8193540096,217255223640896,16518176833536,-5386229049313447680
246,316,2007,35,1,2,4.0,111239,2.0,2,1,2,12.0,11,22.0,9149,4028049,12374115121,8084294343,1376484191944919,16225178746401,5544772438084431713
247,64,2011,13,2,2,4.0,202730,2.0,1,2,3,12.0,2,2.0,6783,4044121,41099452900,8132727331,8332092086417000,16354914662641,-7935426101960338672
248,160,2013,17,1,1,4.0,5661,2.0,1,0,3,1.0,0,43.0,37627,4052169,32046921,8157016197,181417619781,16420073604561,1027005145580241
249,23,2012,20,1,7,4.0,133023,2.0,1,2,0,11.0,2,24.0,16127,4048144,17695118529,8144865728,2353857752083167,16387469844736,-477429497703253631
250,61,2005,13,1,2,4.0,69375,2.0,1,1,3,6.0,0,26.725070166749216,23396,4020025,4812890625,8060150125,333894287109375,16160601000625,4717172094503339009
251,306,2008,27,1,7,4.0,213832,2.0,1,2,0,11.0,4,10.0,1533,4032064,45724124224,8096384512,9777280931066368,16257540100096,6213455722604269568
252,361,2013,17,5,1,4.0,119809,2.0,1,1,3,1.0,4,29.0,14669,4052169,14354196481,8157016197,1719761926192129,16420073604561,3128771804347715585
253,90,1983,35,2,1,4.0,134063,2.0,1,2,3,1.0,4,20.0,19270,3932289,17972887969,7797729087,2409499279788047,15462896779521,-9016691380546984127
254,81,2009,23,0,7,4.0,41754,2.0,1,2,2,11.0,4,26.725070166749216,1577,4036081,1743396516,8108486729,72793778129064,16289949838561,3039431412000938256
255,110,2013,25,2,7,4.0,166694,2.0,1,2,0,11.0,4,39.0,2000,4052169,27786889636,8157016197,4631907780983384,16420073604561,-2652015452556955376
256,23,2016,22,0,7,4.0,34716,4.0,1,2,2,11.0,4,24.0,20220,4064256,1205200656,8193540096,41839745973696,16518176833536,1452508621222830336
257,95,2015,23,1,7,4.0,128842,4.0,1,2,2,12.0,4,26.725070166749216,10351,4060225,16600260964,8181353375,2138810823123688,16485427050625,-1132497032741064944
258,332,2005,21,5,2,4.0,114524,2.0,1,1,3,6.0,3,34.0,19597,4020025,13115746576,8060150125,1502067760869824,16160601000625,6002111582469759232
259,278,2012,35,2,1,4.0,102728,2.0,2,2,3,11.0,9,8.0,5442,4048144,10553041984,8144865728,1084092896932352,16387469844736,686230673809346560
260,79,2007,34,2,7,4.0,200656,2.0,2,2,0,11.0,3,11.0,1409,4028049,40262830336,8084294343,8078978483900416,16225178746401,-2217971820918669312
261,109,2009,13,1,1,0.0,96449,2.0,1,0,3,1.0,2,42.0,19776,4036081,9302409601,8108486729,897208103606849,16289949838561,-5698895983770778879
262,26,2017,14,1,7,4.0,161339,2.0,1,2,2,12.0,2,13.0,7428,4068289,26030272921,8205738913,4199698202801219,16550975387521,-4954422385507537551
263,201,1997,16,5,2,4.0,107543,2.0,2,0,0,5.0,9,36.0,6157,3988009,11565496849,7964053973,1243788227632007,15904215784081,4633508848262067489
264,198,2012,35,1,7,4.0,101870,2.0,2,2,2,11.0,4,6.0,3630,4048144,10377496900,8144865728,1057155609203000,16387469844736,-2988022532747699696
265,231,2003,1,2,7,4.0,130397,2.0,2,1,3,12.0,0,34.0,6381,4012009,17003377609,8036054027,2217189430080773,16096216216081,-6033055065110268975
266,64,1993,35,5,1,4.0,152011,2.0,2,0,3,1.0,9,2.0,2767,3972049,23107344121,7916293657,3512570487177331,15777173258401,-1006225811263734223
267,257,1968,13,1,1,4.0,132997,2.0,1,0,3,1.0,9,32.0,14882,3873024,17688202009,7622111232,2352477802590973,15000314904576,-722158941870741391
268,94,2012,16,1,7,3.887042178526604,343986,2.0,1,2,0,11.0,4,42.0,6897,4048144,118326368196,8144865728,40702614090269256,16387469844736,50658509810617872
269,196,2012,16,1,2,4.0,177101,2.0,1,1,3,11.0,11,32.0,7633,4048144,31364764201,8144865728,5554731104761301,16387469844736,6070997477724932753
270,257,2007,13,1,7,4.0,42458,1.0,1,2,3,11.0,2,32.0,1226,4028049,1802681764,8084294343,76538262335912,16225178746401,3249661542258151696
271,240,2010,25,2,2,4.0,138517,2.0,1,1,3,11.0,8,37.0,8555,4040100,19186959289,8120601000,2657720039834413,16322408010000,-795474716447646799
272,15,2008,13,1,7,3.887042178526604,227168,2.0,1,1,3,1.0,2,26.725070166749216,21620,4032064,51605300224,8096384512,11723072841285632,16257540100096,6775864594999017472
273,229,2018,25,0,2,4.0,105102,2.0,0,1,2,12.0,11,7.0,10975,4072324,11046430404,8217949832,1161001928321208,16583822760976,-7103583845551258096
274,110,2011,6,1,7,4.0,102230,2.0,1,2,2,12.0,9,39.0,4612,4044121,10450972900,8132727331,1068402959567000,16354914662641,-1457629885722899696
275,266,2013,17,1,2,3.0,69691,2.0,1,1,3,6.0,0,28.0,83712,4052169,4856835481,8157016197,338477721506371,16420073604561,5142106815790949745
276,160,2010,25,2,2,4.0,0,2.0,1,2,2,11.0,7,43.0,5858,4040100,0,8120601000,0,16322408010000,0
277,18,2013,13,2,7,4.0,134606,2.0,1,2,3,11.0,8,26.725070166749216,8295,4052169,18118775236,8157016197,2438895859417016,16420073604561,-3751377274085073392
278,9,2012,35,2,7,4.0,252953,2.0,1,2,2,3.0,0,26.725070166749216,5437,4048144,63985220209,8144865728,16185253407527177,16387469844736,-1068779169298455071
279,85,2000,13,2,2,4.0,80710,2.0,1,2,2,11.0,9,6.0,6522,4000000,6514104100,8000000000,525753341911000,16000000000000,5540064078217706768
280,328,2013,27,1,7,4.0,36480,1.0,1,2,0,11.0,4,33.0,9150,4052169,1330790400,8157016197,48547233792000,16420073604561,1771003088732160000
281,87,2012,35,0,2,4.0,30261,2.0,1,2,3,6.0,11,36.0,21445,4048144,915728121,8144865728,27710848669581,16387469844736,838557991590190641
282,67,2010,22,1,2,4.0,74673,2.0,1,2,3,11.0,2,1.0,27524,4040100,5576056929,8120601000,416380899059217,16322408010000,-5801077271970192191
283,316,2007,6,1,2,4.0,91584,2.0,1,2,2,12.0,4,22.0,8532,4028049,8387629056,8084294343,768172619464704,16225178746401,-3434655113782755328
284,72,2015,28,1,7,4.0,101052,2.0,1,2,2,11.0,11,50.0,8974,4060225,10211506704,8181353375,1031893175452608,16485427050625,-6405595276420366080
285,16,1984,13,2,1,4.0,36308,2.0,1,0,3,1.0,11,18.0,24041,3936256,1318270864,7809531904,47863778530112,15494111297536,1737838070871306496
286,213,2005,4,1,7,4.0,124066,2.0,1,2,2,11.0,11,37.0,4714,4020025,15392372356,8060150125,1909670068719496,16160601000625,-2882546212471180272
287,211,1968,35,1,1,3.0,61628,2.0,1,1,3,1.0,4,42.0,45366,3873024,3798010384,7622111232,234063783945152,15000314904576,-4021861196737724160
288,123,2009,16,1,2,4.0,101010,2.0,2,2,3,12.0,2,39.0,7602,4036081,10203020100,8108486729,1030607060301000,16289949838561,-6578845281253299696
289,25,2008,17,1,2,3.0,127991,2.0,1,1,2,1.0,0,26.725070166749216,27450,4032064,16381696081,8096384512,2096709663103271,16257540100096,-8341194615392515679
290,257,2016,8,1,7,4.0,155527,3.0,2,2,2,11.0,4,32.0,14590,4064256,24188647729,8193540096,3761987815348183,16518176833536,-5205131401048794271
291,361,2013,16,0,7,4.0,126115,1.0,1,1,3,12.0,8,26.725070166749216,7264,4052169,15904993225,8157016197,2005858220570875,16420073604561,-5285607544637821999
292,54,2016,13,0,7,4.0,138618,2.0,1,1,2,1.0,11,42.0,23676,4064256,19214949924,8193540096,2663537928565032,16518176833536,279419107636573456
293,112,2017,23,1,7,4.0,67928,2.0,1,2,3,11.0,4,39.0,16328,4068289,4614213184,8205738913,313434273162752,16550975387521,2844219233689866240
294,346,2006,35,2,2,3.887042178526604,347577,2.0,1,2,2,12.0,4,14.0,2366,4024036,120809770929,8072216216,41990697750189033,16192865729296,3626189613198194785
295,181,2012,13,1,7,4.0,128829,4.0,1,1,3,6.0,4,8.0,16448,4048144,16596911241,8144865728,2138163478266789,16387469844736,-1243698364011114159
296,122,2013,34,2,7,4.0,47848,2.0,1,2,0,11.0,2,39.0,11342,4052169,2289431104,8157016197,109544699464192,16420073604561,5241494779962658816
297,46,2005,33,2,2,4.0,186689,2.0,1,2,3,12.0,8,5.0,4347,4020025,34852782721,8060150125,6506631153400769,16160601000625,-2768645467594242815
298,309,2011,23,2,7,4.0,171464,1.0,2,2,3,11.0,11,35.0,3956,4044121,29399903296,8132727331,5041025018745344,16354914662641,-2642657650197262336
299,157,2013,13,0,1,3.0,18669,2.0,1,1,3,6.0,0,21.0,23530,4052169,348531561,8157016197,6506735712309,16420073604561,121474249013096721
300,38,2006,25,1,2,4.0,26196,2.0,1,0,2,5.0,11,29.0,18905,4024036,686230416,8072216216,17976491977536,16192865729296,470912183843533056
301,324,2020,25,0,7,4.0,90390,2.0,2,2,0,11.0,2,48.0,27895,4080400,8170352100,8242408000,738518126319000,16649664160000,-7032322856863796464
302,306,2004,5,0,2,4.0,84583,2.0,1,1,2,12.0,2,10.0,18157,4016016,7154283889,8048096064,605130794183287,16128384512256,-4156454256723690527
303,316,2009,35,1,1,4.0,148074,2.0,1,1,3,12.0,4,22.0,4079,4036081,21925909476,8108486729,3246657119749224,16289949838561,1130160433298252560
304,221,2015,14,2,7,3.887042178526604,99287,2.0,2,2,2,5.0,2,8.0,9816,4060225,9857908369,8181353375,978762148232903,16485427050625,4944637043052482081
305,213,1999,35,5,1,4.0,134020,2.0,1,2,3,1.0,7,37.0,3393,3996001,17961360400,7988005999,2407181520808000,15968023992001,9015818165625782528
306,325,2012,35,2,1,4.0,93922,2.0,1,1,3,8.0,0,18.0,26352,4048144,8821342084,8144865728,828518091213448,16387469844736,4029099868111256592
307,0,2012,13,0,1,4.0,103170,2.0,1,2,3,12.0,4,18.0,15711,4048144,10644048900,8144865728,1098146525013000,16387469844736,2615312543333900304
308,304,1999,23,1,7,4.0,157386,2.0,2,2,2,11.0,11,19.0,3373,3996001,24770352996,7988005999,3898506776628456,15968023992001,4827833114030972688
309,354,2012,35,0,2,4.0,38828,2.0,1,1,3,12.0,3,19.0,38181,4048144,1507613584,8144865728,58537620239552,16387469844736,2272898718661325056
310,240,2009,14,1,7,4.0,149774,2.0,2,1,2,10.0,9,37.0,2849,4036081,22432251076,8108486729,3359767972656824,16289949838561,5143798346545264144
311,314,1967,13,2,2,4.0,51323,2.0,0,2,3,5.0,0,3.0,7195,3869089,2634050329,7610498063,135187365035267,14969849689921,6938221135705008241
312,187,2010,5,1,2,4.0,67562,2.0,1,1,3,12.0,4,50.0,53315,4040100,4564623844,8120601000,308395116148328,16322408010000,2389046763503784720
313,176,2018,25,0,2,4.0,7922,3.0,1,1,3,12.0,4,36.0,33769,4072324,62758084,8217949832,497169541448,16583822760976,3938577107351056
314,309,2009,29,1,7,4.0,117289,2.0,2,2,0,5.0,2,35.0,2742,4036081,13756709521,8108486729,1613510703008569,16289949838561,4779616108076533281
